learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber
1,4,0,0.238,0.877,0.163,0.859497
1,4,1,0.238,0.877,0.163,0.846954
1,4,2,0.238,0.877,0.163,0.585358
1,4,3,0.238,0.877,0.163,0.92099
2,8,0,0.201,0.881,0.16,0.533569
2,8,1,0.201,0.881,0.16,0.12146
2,8,1,0.201,0.881,0.16,0.634613
2,8,1,0.201,0.881,0.16,0.632629
2,8,2,0.201,0.881,0.16,0.230347
2,8,3,0.201,0.881,0.16,0.235443
2,8,4,0.201,0.881,0.16,0.385284
2,8,5,0.201,0.881,0.16,0.118164
2,8,5,0.201,0.881,0.16,0.744781
2,8,5,0.201,0.881,0.16,0.929047
2,8,6,0.201,0.881,0.16,0.626099
2,8,7,0.201,0.881,0.16,0.041687
2,8,7,0.201,0.881,0.16,0.151855
2,8,7,0.201,0.881,0.16,0.981537
3,10,0,0.215,0.875,0.15,0.119293
3,10,0,0.215,0.875,0.15,0.405609
3,10,0,0.215,0.875,0.15,0.336426
3,10,1,0.215,0.875,0.15,0.226898
3,10,2,0.215,0.875,0.15,0.363251
3,10,3,0.215,0.875,0.15,0.567932
3,10,4,0.215,0.875,0.15,0.6521
3,10,5,0.215,0.875,0.15,0.993774
3,10,6,0.215,0.875,0.15,0.462891
3,10,7,0.215,0.875,0.15,0.78598
3,10,8,0.215,0.875,0.15,0.628876
3,10,9,0.215,0.875,0.15,0.23465
4,13,0,0.229,0.865,0.154,0.839844
4,13,1,0.229,0.865,0.154,0.427002
4,13,2,0.229,0.865,0.154,0.504303
4,13,3,0.229,0.865,0.154,0.930084
4,13,4,0.229,0.865,0.154,0.533356
4,13,5,0.229,0.865,0.154,0.132843
4,13,5,0.229,0.865,0.154,0.681458
4,13,5,0.229,0.865,0.154,0.175751
4,13,6,0.229,0.865,0.154,0.934082
4,13,7,0.229,0.865,0.154,0.757935
4,13,8,0.229,0.865,0.154,0.485138
4,13,9,0.229,0.865,0.154,0.919556
4,13,10,0.229,0.865,0.154,0.389893
4,13,11,0.229,0.865,0.154,0.207214
4,13,11,0.229,0.865,0.154,0.26947
4,13,11,0.229,0.865,0.154,0.670471
4,13,12,0.229,0.865,0.154,0.553162
5,9,0,0.22,0.871,0.172,0.588226
5,9,1,0.22,0.871,0.172,0.339447
5,9,2,0.22,0.871,0.172,0.368591
5,9,3,0.22,0.871,0.172,0.776367
5,9,4,0.22,0.871,0.172,0.481964
5,9,5,0.22,0.871,0.172,0.087006
5,9,5,0.22,0.871,0.172,0.416138
5,9,5,0.22,0.871,0.172,0.603943
5,9,6,0.22,0.871,0.172,0.225403
5,9,7,0.22,0.871,0.172,0.342651
5,9,8,0.22,0.871,0.172,0.826508
6,19,0,0.22,0.863,0.181,0.129639
6,19,0,0.22,0.863,0.181,0.395996
6,19,0,0.22,0.863,0.181,0.50293
6,19,1,0.22,0.863,0.181,0.910156
6,19,2,0.22,0.863,0.181,0.936096
6,19,3,0.22,0.863,0.181,0.472595
