learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber
1,4,0,0.238,0.877,0.163,0.222656
1,4,0,0.238,0.877,0.163,0.733093
1,4,0,0.238,0.877,0.163,0.115021
1,4,1,0.238,0.877,0.163,0.787598
1,4,2,0.238,0.877,0.163,0.631378
1,4,3,0.238,0.877,0.163,0.984497
2,8,0,0.201,0.881,0.16,0.505615
2,8,1,0.201,0.881,0.16,0.470978
2,8,2,0.201,0.881,0.16,0.224548
2,8,3,0.201,0.881,0.16,0.730652
2,8,4,0.201,0.881,0.16,0.196442
2,8,4,0.201,0.881,0.16,0.082001
2,8,4,0.201,0.881,0.16,0.389771
2,8,5,0.201,0.881,0.16,0.409393
2,8,6,0.201,0.881,0.16,0.089508
2,8,6,0.201,0.881,0.16,0.635376
2,8,6,0.201,0.881,0.16,0.432556
2,8,7,0.201,0.881,0.16,0.905273
3,10,0,0.215,0.875,0.15,0.486145
3,10,1,0.215,0.875,0.15,0.856445
3,10,2,0.215,0.875,0.15,0.107361
3,10,2,0.215,0.875,0.15,0.886719
3,10,3,0.215,0.875,0.15,0.940002
3,10,4,0.215,0.875,0.15,0.964355
3,10,5,0.215,0.875,0.15,0.420959
3,10,6,0.215,0.875,0.15,0.547028
3,10,7,0.215,0.875,0.15,0.015381
3,10,7,0.215,0.875,0.15,0.423004
3,10,7,0.215,0.875,0.15,0.954773
3,10,8,0.215,0.875,0.15,0.591309
3,10,9,0.215,0.875,0.15,0.901978
4,13,0,0.229,0.865,0.154,0.90152
4,13,1,0.229,0.865,0.154,0.457489
4,13,2,0.229,0.865,0.154,0.447266
4,13,3,0.229,0.865,0.154,0.348572
4,13,4,0.229,0.865,0.154,0.322266
4,13,5,0.229,0.865,0.154,0.424713
4,13,6,0.229,0.865,0.154,0.699829
4,13,7,0.229,0.865,0.154,0.378479
4,13,8,0.229,0.865,0.154,0.71582
4,13,9,0.229,0.865,0.154,0.856812
4,13,10,0.229,0.865,0.154,0.500092
4,13,11,0.229,0.865,0.154,0.960754
4,13,12,0.229,0.865,0.154,0.957001
5,9,0,0.22,0.871,0.172,0.04071
5,9,0,0.22,0.871,0.172,0.68988
5,9,0,0.22,0.871,0.172,0.572083
5,9,1,0.22,0.871,0.172,0.140839
5,9,1,0.22,0.871,0.172,0.030243
5,9,1,0.22,0.871,0.172,0.042511
5,9,1,0.22,0.871,0.172,0.482208
5,9,2,0.22,0.871,0.172,0.291504
5,9,3,0.22,0.871,0.172,0.446106
5,9,4,0.22,0.871,0.172,0.201447
5,9,4,0.22,0.871,0.172,0.088074
5,9,4,0.22,0.871,0.172,0.062012
5,9,4,0.22,0.871,0.172,0.792847
5,9,5,0.22,0.871,0.172,0.554443
5,9,6,0.22,0.871,0.172,0.316071
5,9,7,0.22,0.871,0.172,0.020752
5,9,7,0.22,0.871,0.172,0.381073
5,9,7,0.22,0.871,0.172,0.246857
5,9,8,0.22,0.871,0.172,0.662598
6,19,0,0.22,0.863,0.181,0.688049
6,19,1,0.22,0.863,0.181,0.208405
6,19,1,0.22,0.863,0.181,0.061768
6,19,1,0.22,0.863,0.181,0.734222
6,19,2,0.22,0.863,0.181,0.557648
6,19,3,0.22,0.863,0.181,0.658051
6,19,4,0.22,0.863,0.181,0.309479
6,19,5,0.22,0.863,0.181,0.409943
6,19,6,0.22,0.863,0.181,0.374634
6,19,7,0.22,0.863,0.181,0.256714
6,19,8,0.22,0.863,0.181,0.250641
6,19,9,0.22,0.863,0.181,0.281097
6,19,10,0.22,0.863,0.181,0.468048
6,19,11,0.22,0.863,0.181,0.845642
6,19,12,0.22,0.863,0.181,0.908691
6,19,13,0.22,0.863,0.181,0.248749
6,19,14,0.22,0.863,0.181,0.56076
6,19,15,0.22,0.863,0.181,0.431976
6,19,16,0.22,0.863,0.181,0.14328
6,19,16,0.22,0.863,0.181,0.679474
6,19,16,0.22,0.863,0.181,0.705597
6,19,17,0.22,0.863,0.181,0.821259
6,19,18,0.22,0.863,0.181,0.490326
7,8,0,0.209,0.866,0.153,0.677063
7,8,1,0.209,0.866,0.153,0.394073
7,8,2,0.209,0.866,0.153,0.741974
7,8,3,0.209,0.866,0.153,0.847717
7,8,4,0.209,0.866,0.153,0.051361
7,8,4,0.209,0.866,0.153,0.519226
7,8,4,0.209,0.866,0.153,0.468719
7,8,5,0.209,0.866,0.153,0.766296
7,8,6,0.209,0.866,0.153,0.806549
7,8,7,0.209,0.866,0.153,0.447754
8,10,0,0.223,0.887,0.165,0.99408
8,10,1,0.223,0.887,0.165,0.348999
8,10,2,0.223,0.887,0.165,0.576263
8,10,3,0.223,0.887,0.165,0.540771
8,10,4,0.223,0.887,0.165,0.599976
8,10,5,0.223,0.887,0.165,0.103912
8,10,5,0.223,0.887,0.165,0.986237
8,10,6,0.223,0.887,0.165,0.72821
